"Species_ID","species","Habitat","Suitability"
59130,"Batrachoseps nigriventris","4.4. Grassland - Temperate","Marginal"
59131,"Batrachoseps pacificus","1.4. Forest - Temperate","Suitable"
59131,"Batrachoseps pacificus","3.4. Shrubland - Temperate","Suitable"
59131,"Batrachoseps pacificus","4.4. Grassland - Temperate","Suitable"
59132,"Batrachoseps regius","1.4. Forest - Temperate","Suitable"
59132,"Batrachoseps regius","3.4. Shrubland - Temperate","Marginal"
2650,"Batrachoseps relictus","1.4. Forest - Temperate","Suitable"
2647,"Batrachoseps simatus","1.4. Forest - Temperate","Suitable"
2647,"Batrachoseps simatus","3.4. Shrubland - Temperate","Marginal"
2648,"Batrachoseps stebbinsi","1.4. Forest - Temperate","Suitable"
59134,"Batrachoseps wrighti","1.4. Forest - Temperate","Suitable"
59085,"Batrachuperus pinchonii","1.4. Forest - Temperate","Suitable"
56330,"Batrachyla antartandica","1.3. Forest - Subantarctic","Suitable"
56330,"Batrachyla antartandica","1.4. Forest - Temperate","Suitable"
56330,"Batrachyla antartandica","14.2. Artificial/Terrestrial - Pastureland","Marginal"
56330,"Batrachyla antartandica","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
56331,"Batrachyla fitzroya","1.3. Forest - Subantarctic","Suitable"
56332,"Batrachyla leptopus","1.3. Forest - Subantarctic","Suitable"
56332,"Batrachyla leptopus","1.4. Forest - Temperate","Suitable"
56332,"Batrachyla leptopus","3.4. Shrubland - Temperate","Suitable"
56332,"Batrachyla leptopus","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
56333,"Batrachyla nibaldoi","1.4. Forest - Temperate","Suitable"
56333,"Batrachyla nibaldoi","3.4. Shrubland - Temperate","Suitable"
56334,"Batrachyla taeniata","1.3. Forest - Subantarctic","Suitable"
56334,"Batrachyla taeniata","1.4. Forest - Temperate","Suitable"
56334,"Batrachyla taeniata","3.4. Shrubland - Temperate","Suitable"
56334,"Batrachyla taeniata","4.3. Grassland - Subantarctic","Suitable"
56334,"Batrachyla taeniata","4.4. Grassland - Temperate","Marginal"
56334,"Batrachyla taeniata","14.2. Artificial/Terrestrial - Pastureland","Marginal"
56334,"Batrachyla taeniata","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
57467,"Blommersia blommersae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57467,"Blommersia blommersae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57467,"Blommersia blommersae","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
57477,"Blommersia domerguei","1.6. Forest - Subtropical/Tropical Moist Lowland","Marginal"
57477,"Blommersia domerguei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57477,"Blommersia domerguei","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
57477,"Blommersia domerguei","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
57485,"Blommersia grandisonae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57485,"Blommersia grandisonae","14.3. Artificial/Terrestrial - Plantations","Suitable"
57491,"Blommersia kely","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57491,"Blommersia kely","2.2. Savanna - Moist","Suitable"
57491,"Blommersia kely","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
57491,"Blommersia kely","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
57519,"Blommersia sarotra","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57519,"Blommersia sarotra","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
57519,"Blommersia sarotra","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57519,"Blommersia sarotra","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
57533,"Blommersia wittei","1.6. Forest - Subtropical/Tropical Moist Lowland","Marginal"
57533,"Blommersia wittei","2.1. Savanna - Dry","Suitable"
57533,"Blommersia wittei","2.2. Savanna - Moist","Suitable"
57533,"Blommersia wittei","14.3. Artificial/Terrestrial - Plantations","Suitable"
57533,"Blommersia wittei","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
57505,"Boehmantis microtympanum","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57505,"Boehmantis microtympanum","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
57505,"Boehmantis microtympanum","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
55385,"Bokermannohyla alvarengai","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
55400,"Bokermannohyla astartea","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
61772,"Bokermannohyla caramaschii","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55434,"Bokermannohyla carvalhoi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55451,"Bokermannohyla circumdata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55451,"Bokermannohyla circumdata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55452,"Bokermannohyla claresignata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55452,"Bokermannohyla claresignata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55453,"Bokermannohyla clepsydra","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135810,"Bokermannohyla diamantina","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
61773,"Bokermannohyla feioi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55491,"Bokermannohyla gouveai","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55491,"Bokermannohyla gouveai","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
55506,"Bokermannohyla hylax","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55509,"Bokermannohyla ibitiguara","2.2. Savanna - Moist","Suitable"
55510,"Bokermannohyla ibitipoca","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
135726,"Bokermannohyla itapoty","4.7. Grassland - Subtropical/Tropical High Altitude","Marginal"
10355,"Bokermannohyla izecksohni","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
10356,"Bokermannohyla langei","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55543,"Bokermannohyla lucianae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55544,"Bokermannohyla luctuosa","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55549,"Bokermannohyla martinsi","2.2. Savanna - Moist","Suitable"
55549,"Bokermannohyla martinsi","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55549,"Bokermannohyla martinsi","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
55576,"Bokermannohyla nanuzae","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55576,"Bokermannohyla nanuzae","2.2. Savanna - Moist","Suitable"
55576,"Bokermannohyla nanuzae","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55576,"Bokermannohyla nanuzae","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
135786,"Bokermannohyla oxente","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55615,"Bokermannohyla pseudopseudis","2.2. Savanna - Moist","Suitable"
55615,"Bokermannohyla pseudopseudis","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55615,"Bokermannohyla pseudopseudis","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
55623,"Bokermannohyla ravida","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55623,"Bokermannohyla ravida","2.2. Savanna - Moist","Suitable"
55623,"Bokermannohyla ravida","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
45727618,"Bokermannohyla sagarana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
45727618,"Bokermannohyla sagarana","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
45727618,"Bokermannohyla sagarana","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
55648,"Bokermannohyla saxicola","2.2. Savanna - Moist","Suitable"
55648,"Bokermannohyla saxicola","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55648,"Bokermannohyla saxicola","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
55648,"Bokermannohyla saxicola","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
55649,"Bokermannohyla sazimai","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55649,"Bokermannohyla sazimai","2.2. Savanna - Moist","Suitable"
55649,"Bokermannohyla sazimai","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55649,"Bokermannohyla sazimai","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
135906,"Bokermannohyla vulcaniae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59135,"Bolitoglossa adspersa","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59135,"Bolitoglossa adspersa","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59136,"Bolitoglossa alberchi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59136,"Bolitoglossa alberchi","14.3. Artificial/Terrestrial - Plantations","Suitable"
59137,"Bolitoglossa altamazonica","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135803,"Bolitoglossa bramei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59142,"Bolitoglossa capitana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59143,"Bolitoglossa carri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59144,"Bolitoglossa celaque","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59145,"Bolitoglossa cerroensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59146,"Bolitoglossa chica","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59147,"Bolitoglossa colonnea","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59147,"Bolitoglossa colonnea","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59148,"Bolitoglossa compacta","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59149,"Bolitoglossa conanti","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59149,"Bolitoglossa conanti","14.3. Artificial/Terrestrial - Plantations","Marginal"
61896,"Bolitoglossa copia","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59153,"Bolitoglossa diaphora","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59154,"Bolitoglossa digitigrada","14.3. Artificial/Terrestrial - Plantations","Suitable"
59155,"Bolitoglossa diminuta","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59156,"Bolitoglossa dofleini","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59156,"Bolitoglossa dofleini","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59156,"Bolitoglossa dofleini","14.3. Artificial/Terrestrial - Plantations","Suitable"
59156,"Bolitoglossa dofleini","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59157,"Bolitoglossa dunni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59158,"Bolitoglossa engelhardti","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59159,"Bolitoglossa epimela","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59159,"Bolitoglossa epimela","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59160,"Bolitoglossa equatoriana","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59161,"Bolitoglossa flavimembris","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59162,"Bolitoglossa flaviventris","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59162,"Bolitoglossa flaviventris","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59162,"Bolitoglossa flaviventris","14.3. Artificial/Terrestrial - Plantations","Suitable"
59162,"Bolitoglossa flaviventris","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59163,"Bolitoglossa franklini","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
136082,"Bolitoglossa gomezi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59164,"Bolitoglossa gracilis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59165,"Bolitoglossa guaramacalensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59166,"Bolitoglossa hartwegi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59166,"Bolitoglossa hartwegi","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
61897,"Bolitoglossa heiroreias","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59167,"Bolitoglossa helmrichi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59167,"Bolitoglossa helmrichi","14.3. Artificial/Terrestrial - Plantations","Suitable"
59168,"Bolitoglossa hermosa","1.5. Forest - Subtropical/Tropical Dry","Suitable"
59168,"Bolitoglossa hermosa","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59168,"Bolitoglossa hermosa","14.3. Artificial/Terrestrial - Plantations","Suitable"
59169,"Bolitoglossa hiemalis","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
59170,"Bolitoglossa hypacra","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
18435628,"Bolitoglossa indio","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
18435631,"Bolitoglossa insularis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59171,"Bolitoglossa jacksoni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59172,"Bolitoglossa lignicolor","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59173,"Bolitoglossa lincolni","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59174,"Bolitoglossa longissima","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59175,"Bolitoglossa lozanoi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59176,"Bolitoglossa macrinii","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59176,"Bolitoglossa macrinii","14.3. Artificial/Terrestrial - Plantations","Suitable"
61898,"Bolitoglossa magnifica","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59177,"Bolitoglossa marmorea","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59177,"Bolitoglossa marmorea","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59178,"Bolitoglossa medemi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59179,"Bolitoglossa meliana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59180,"Bolitoglossa mexicana","1.5. Forest - Subtropical/Tropical Dry","Marginal"
59180,"Bolitoglossa mexicana","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59180,"Bolitoglossa mexicana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59180,"Bolitoglossa mexicana","14.3. Artificial/Terrestrial - Plantations","Suitable"
59180,"Bolitoglossa mexicana","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59181,"Bolitoglossa minutula","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59187,"Bolitoglossa oaxacensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59187,"Bolitoglossa oaxacensis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
61899,"Bolitoglossa obscura","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59188,"Bolitoglossa occidentalis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59188,"Bolitoglossa occidentalis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59188,"Bolitoglossa occidentalis","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59188,"Bolitoglossa occidentalis","14.3. Artificial/Terrestrial - Plantations","Suitable"
59189,"Bolitoglossa odonnelli","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59189,"Bolitoglossa odonnelli","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59189,"Bolitoglossa odonnelli","14.3. Artificial/Terrestrial - Plantations","Suitable"
59189,"Bolitoglossa odonnelli","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59189,"Bolitoglossa odonnelli","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
61900,"Bolitoglossa oresbia","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59190,"Bolitoglossa orestes","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59191,"Bolitoglossa palmata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59192,"Bolitoglossa pandi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
135735,"Bolitoglossa paraensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59193,"Bolitoglossa peruviana","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59193,"Bolitoglossa peruviana","14.3. Artificial/Terrestrial - Plantations","Suitable"
59193,"Bolitoglossa peruviana","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59194,"Bolitoglossa pesrubra","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59196,"Bolitoglossa platydactyla","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59196,"Bolitoglossa platydactyla","2.2. Savanna - Moist","Suitable"
59196,"Bolitoglossa platydactyla","14.3. Artificial/Terrestrial - Plantations","Suitable"
59196,"Bolitoglossa platydactyla","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59196,"Bolitoglossa platydactyla","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
59197,"Bolitoglossa porrasorum","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59197,"Bolitoglossa porrasorum","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59198,"Bolitoglossa ramosi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59198,"Bolitoglossa ramosi","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59198,"Bolitoglossa ramosi","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59198,"Bolitoglossa ramosi","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59198,"Bolitoglossa ramosi","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
59199,"Bolitoglossa riletti","1.5. Forest - Subtropical/Tropical Dry","Suitable"
59199,"Bolitoglossa riletti","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59199,"Bolitoglossa riletti","14.3. Artificial/Terrestrial - Plantations","Suitable"
59199,"Bolitoglossa riletti","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59200,"Bolitoglossa robusta","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59200,"Bolitoglossa robusta","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59201,"Bolitoglossa rostrata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59201,"Bolitoglossa rostrata","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59202,"Bolitoglossa rufescens","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59202,"Bolitoglossa rufescens","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59202,"Bolitoglossa rufescens","14.3. Artificial/Terrestrial - Plantations","Suitable"
59203,"Bolitoglossa salvinii","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59203,"Bolitoglossa salvinii","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59203,"Bolitoglossa salvinii","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59203,"Bolitoglossa salvinii","14.3. Artificial/Terrestrial - Plantations","Suitable"
59203,"Bolitoglossa salvinii","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59204,"Bolitoglossa savagei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59205,"Bolitoglossa schizodactyla","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59205,"Bolitoglossa schizodactyla","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59206,"Bolitoglossa silverstonei","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59207,"Bolitoglossa sima","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
61901,"Bolitoglossa sombra","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59208,"Bolitoglossa sooyorum","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59210,"Bolitoglossa striatula","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59210,"Bolitoglossa striatula","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59210,"Bolitoglossa striatula","14.3. Artificial/Terrestrial - Plantations","Suitable"
59210,"Bolitoglossa striatula","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal"
59211,"Bolitoglossa stuarti","1.5. Forest - Subtropical/Tropical Dry","Suitable"
59211,"Bolitoglossa stuarti","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59212,"Bolitoglossa subpalmata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59212,"Bolitoglossa subpalmata","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59212,"Bolitoglossa subpalmata","14.3. Artificial/Terrestrial - Plantations","Suitable"
59212,"Bolitoglossa subpalmata","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59212,"Bolitoglossa subpalmata","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
194323,"Bolitoglossa suchitanensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59213,"Bolitoglossa synoria","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59213,"Bolitoglossa synoria","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
136027,"Bolitoglossa tatamae","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59214,"Bolitoglossa taylori","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59214,"Bolitoglossa taylori","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
136005,"Bolitoglossa tica","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59219,"Bolitoglossa zapoteca","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
2865,"Bombina bombina","1.4. Forest - Temperate","Suitable"
2865,"Bombina bombina","4.4. Grassland - Temperate","Suitable"
2865,"Bombina bombina","14.1. Artificial/Terrestrial - Arable Land","Marginal"
2865,"Bombina bombina","14.2. Artificial/Terrestrial - Pastureland","Suitable"
2865,"Bombina bombina","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
2865,"Bombina bombina","15.6. Artificial/Aquatic - Wastewater Treatment Areas","Marginal"
2865,"Bombina bombina","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
54446,"Bombina lichuanensis","1.4. Forest - Temperate","Suitable"
54449,"Bombina orientalis","1.4. Forest - Temperate","Suitable"
54449,"Bombina orientalis","3.4. Shrubland - Temperate","Suitable"
54449,"Bombina orientalis","4.4. Grassland - Temperate","Marginal"
54449,"Bombina orientalis","14.2. Artificial/Terrestrial - Pastureland","Marginal"
54449,"Bombina orientalis","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
54449,"Bombina orientalis","15.3. Artificial/Aquatic - Aquaculture Ponds","Marginal"
54449,"Bombina orientalis","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal"
54450,"Bombina pachypus","1.4. Forest - Temperate","Suitable"
54450,"Bombina pachypus","4.4. Grassland - Temperate","Suitable"
54450,"Bombina pachypus","14.1. Artificial/Terrestrial - Arable Land","Marginal"
54450,"Bombina pachypus","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54450,"Bombina pachypus","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal"
54451,"Bombina variegata","1.4. Forest - Temperate","Suitable"
54451,"Bombina variegata","3.4. Shrubland - Temperate","Suitable"
54451,"Bombina variegata","4.4. Grassland - Temperate","Suitable"
54451,"Bombina variegata","14.1. Artificial/Terrestrial - Arable Land","Marginal"
54451,"Bombina variegata","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54451,"Bombina variegata","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
54451,"Bombina variegata","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Marginal"
54451,"Bombina variegata","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
57386,"Boophis albilabris","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57386,"Boophis albilabris","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
57386,"Boophis albilabris","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
57387,"Boophis albipunctatus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57388,"Boophis andohahela","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57389,"Boophis andreonei","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57389,"Boophis andreonei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
135812,"Boophis axelmeyeri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
135812,"Boophis axelmeyeri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57392,"Boophis blommersae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57394,"Boophis bottae","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57394,"Boophis bottae","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
57396,"Boophis burgeri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57397,"Boophis doulioti","1.5. Forest - Subtropical/Tropical Dry","Suitable"
57397,"Boophis doulioti","2.1. Savanna - Dry","Suitable"
57397,"Boophis doulioti","2.2. Savanna - Moist","Suitable"
57397,"Boophis doulioti","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
57397,"Boophis doulioti","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
57397,"Boophis doulioti","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
57397,"Boophis doulioti","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
57399,"Boophis englaenderi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57399,"Boophis englaenderi","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
57400,"Boophis erythrodactylus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57401,"Boophis feonnyala","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
57403,"Boophis guibei","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57403,"Boophis guibei","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57403,"Boophis guibei","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
57404,"Boophis haematopus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57407,"Boophis jaegeri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57407,"Boophis jaegeri","14.3. Artificial/Terrestrial - Plantations","Suitable"
57408,"Boophis laurenti","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
