iso3c_producing,GAEZ_category,tonnes_producing_crop
CCK,Yamsandotherroots,0
CHE,Banana,0
CHE,Barley,186313.2543885857
CHE,Cassava,0
CHE,Cotton,0
CHE,CropsNES,385651.2234208584
CHE,Groundnut,0
CHE,Maize,158705.40427742898
CHE,Millet,0
CHE,Oilpalmfruit,0
CHE,Olives,0
CHE,Othercereals,64931.137980639935
CHE,PotatoAndSweetpotato,422849.45793103054
CHE,Pulses,13464.441974314395
CHE,Rapeseed,77610.95462370478
CHE,Rice,0
CHE,Sorghum,0.2274671047925949
CHE,Soybean,6858.642284948379
CHE,Stimulants,0
CHE,Sugarbeet,1267497.9124557972
CHE,Sugarcane,0
CHE,Sunflower,13525.353160188533
CHE,Tobacco,864.4462486319244
CHE,Vegetables,389555.96734905243
CHE,Wheat,485423.6235166192
CHE,Yamsandotherroots,0
CHL,Banana,0
CHL,Barley,187180.65341458283
CHL,Cassava,0
CHL,Cotton,0
CHL,CropsNES,6756431.041258186
CHL,Groundnut,0
CHL,Maize,787034.3933330793
CHL,Millet,0
CHL,Oilpalmfruit,0
CHL,Olives,108025.60148203373
CHL,Othercereals,565656.1443659522
CHL,PotatoAndSweetpotato,1164169.6821538731
CHL,Pulses,16673.056125522155
CHL,Rapeseed,159804.73860392347
CHL,Rice,163559.91108322144
CHL,Sorghum,0
CHL,Soybean,0
CHL,Stimulants,0
CHL,Sugarbeet,1106760.4555769041
CHL,Sugarcane,0
CHL,Sunflower,0
CHL,Tobacco,5877.1742650046945
CHL,Vegetables,2287548.9800706077
CHL,Wheat,1328197.1099023744
CHL,Yamsandotherroots,0
CHN,Banana,17429030.003290176
CHN,Barley,4068.1139487437904
CHN,Cassava,4917736.19904314
CHN,Cotton,19593164.54955692
CHN,CropsNES,267975163.41525367
CHN,Groundnut,17936598.52473507
CHN,Maize,264680947.8575354
CHN,Millet,369.44051114518237
CHN,Oilpalmfruit,0
CHN,Olives,0
CHN,Othercereals,721.4275501444936
CHN,PotatoAndSweetpotato,154997127.7744581
CHN,Pulses,4784777.4946358055
CHN,Rapeseed,14081936.855975725
CHN,Rice,211452136.41578248
CHN,Sorghum,478.26888275146484
CHN,Soybean,18059147.09269113
CHN,Stimulants,3072819.3485985217
CHN,Sugarbeet,9591.567316692322
CHN,Sugarcane,108024110.4222172
CHN,Sunflower,2674068.736278752
CHN,Tobacco,2291116.4261541907
CHN,Vegetables,560568074.6466471
CHN,Wheat,134929609.62024894
CHN,Yamsandotherroots,198.46133422851562
CIV,Banana,645781.6971914396
CIV,Barley,0
CIV,Cassava,6415409.225307167
CIV,Cotton,467626.5696098581
CIV,CropsNES,1521218.417822361
CIV,Groundnut,54842.86975994706
CIV,Maize,1128901.3587792963
CIV,Millet,67191.03925123985
CIV,Oilpalmfruit,2385188.9985419214
CIV,Olives,0
CIV,Othercereals,73.8900158405304
CIV,PotatoAndSweetpotato,58015.029361605644
CIV,Pulses,53860.42404701933
CIV,Rapeseed,0
CIV,Rice,1655995.6683141887
CIV,Sorghum,68882.93376624375
CIV,Soybean,4.845817565917969
CIV,Stimulants,2347052.8915458918
CIV,Sugarbeet,0
CIV,Sugarcane,2100353.7448654175
CIV,Sunflower,0
CIV,Tobacco,8844.512686261907
CIV,Vegetables,742318.7649556249
CIV,Wheat,0
CIV,Yamsandotherroots,9916387.277862072
CMR,Banana,2300580.6709563136
CMR,Barley,0
CMR,Cassava,5496790.999985695
CMR,Cotton,317710.0798931049
CMR,CropsNES,853857.2781935788
CMR,Groundnut,497323.75975853205
CMR,Maize,2084628.0732672215
CMR,Millet,106821.0068242224
CMR,Oilpalmfruit,2985174.6064920425
CMR,Olives,0
CMR,Othercereals,714.7163162231445
CMR,PotatoAndSweetpotato,778300.332346498
CMR,Pulses,602792.1436712593
CMR,Rapeseed,0
CMR,Rice,348493.10574465594
CMR,Sorghum,1282006.0475531295
CMR,Soybean,21588.318142950535
CMR,Stimulants,355052.4154293835
CMR,Sugarbeet,0
CMR,Sugarcane,1253906.0479605198
CMR,Sunflower,0
CMR,Tobacco,5025.391191869974
CMR,Vegetables,2847819.074010849
CMR,Wheat,0
CMR,Yamsandotherroots,6320566.282116294
COD,Banana,1010504.6491482882
COD,Barley,0
COD,Cassava,42893651.81676149
COD,Cotton,29125.085373476817
COD,CropsNES,1145529.0432905136
COD,Groundnut,465629.4242901774
COD,Maize,2164669.196244973
COD,Millet,36600.9410965446
COD,Oilpalmfruit,1414948.9751921408
COD,Olives,0
COD,Othercereals,0.9540145397186279
COD,PotatoAndSweetpotato,664775.7545491495
COD,Pulses,370119.81332629715
COD,Rapeseed,0
COD,Rice,1389038.1220314126
COD,Sorghum,384.79789958754554
COD,Soybean,26387.921593490057
COD,Stimulants,83811.92019782726
COD,Sugarbeet,0
COD,Sugarcane,2172433.1926947385
COD,Sunflower,44.46976246719714
COD,Tobacco,4506.080796018161
COD,Vegetables,583895.2770193333
COD,Wheat,340.5415954589844
COD,Yamsandotherroots,1974503.8361999276
COG,Banana,141867.093515195
COG,Barley,0
COG,Cassava,1402939.3544214964
COG,Cotton,5.1042428822256625e-5
COG,CropsNES,108583.3313086939
COG,Groundnut,26615.635332636535
COG,Maize,35501.93121821554
COG,Millet,0
COG,Oilpalmfruit,149549.9061284624
COG,Olives,0
COG,Othercereals,2558.433032424189
COG,PotatoAndSweetpotato,14973.344380823493
COG,Pulses,11337.385627311945
COG,Rapeseed,0
COG,Rice,1290.61048461011
COG,Sorghum,0.015154131688177586
COG,Soybean,38.396806478500366
COG,Stimulants,12722.877217869893
COG,Sugarbeet,0
COG,Sugarcane,755484.27979857
COG,Sunflower,0.3516439199447632
COG,Tobacco,516.0321766391189
COG,Vegetables,149226.36521297693
COG,Wheat,0
COG,Yamsandotherroots,176709.87849855423
COK,Banana,0
COK,Barley,0
COK,Cassava,0
COK,Cotton,0
COK,CropsNES,0
COK,Groundnut,0
COK,Maize,0
COK,Millet,0
COK,Oilpalmfruit,0
COK,Olives,0
COK,Othercereals,0
COK,PotatoAndSweetpotato,0
COK,Pulses,0
COK,Rapeseed,0
COK,Rice,0
COK,Sorghum,0
COK,Soybean,0
COK,Stimulants,0
COK,Sugarbeet,0
COK,Sugarcane,0
COK,Sunflower,0
COK,Tobacco,0
COK,Vegetables,0
COK,Wheat,0
COK,Yamsandotherroots,0
COL,Banana,2987975.069701964
COL,Barley,0
COL,Cassava,1008988.3043382922
COL,Cotton,25907.538650343005
COL,CropsNES,5638862.08998833
COL,Groundnut,50.02739205956459
COL,Maize,1475316.9436690467
COL,Millet,0
COL,Oilpalmfruit,7234676.5355501175
COL,Olives,0
COL,Othercereals,0.07953578836168163
COL,PotatoAndSweetpotato,2783708.0085793603
COL,Pulses,145461.5593040749
COL,Rapeseed,0
COL,Rice,3472338.336286515
COL,Sorghum,5851.492535792281
COL,Soybean,118469.91271046503
COL,Stimulants,838662.4530554982
COL,Sugarbeet,0
COL,Sugarcane,28065099.456242204
COL,Sunflower,0
COL,Tobacco,6972.531838270197
COL,Vegetables,2233656.184617644
COL,Wheat,0
COL,Yamsandotherroots,4018152.8669203892
COM,Banana,0
COM,Barley,0
COM,Cassava,0
COM,Cotton,0
COM,CropsNES,0
COM,Groundnut,0
COM,Maize,0
COM,Millet,0
COM,Oilpalmfruit,0
COM,Olives,0
COM,Othercereals,0
COM,PotatoAndSweetpotato,0
COM,Pulses,0
COM,Rapeseed,0
COM,Rice,0
COM,Sorghum,0
COM,Soybean,0
COM,Stimulants,0
COM,Sugarbeet,0
COM,Sugarcane,0
COM,Sunflower,0
COM,Tobacco,0
COM,Vegetables,0
COM,Wheat,0
COM,Yamsandotherroots,0
CPV,Banana,0
CPV,Barley,0
CPV,Cassava,0
CPV,Cotton,0
CPV,CropsNES,0
CPV,Groundnut,0
CPV,Maize,0
CPV,Millet,0
CPV,Oilpalmfruit,0
CPV,Olives,0
CPV,Othercereals,0
CPV,PotatoAndSweetpotato,0
CPV,Pulses,0
CPV,Rapeseed,0
CPV,Rice,0
CPV,Sorghum,0
CPV,Soybean,0
CPV,Stimulants,0
CPV,Sugarbeet,0
CPV,Sugarcane,0
CPV,Sunflower,0
CPV,Tobacco,0
CPV,Vegetables,0
CPV,Wheat,0
CPV,Yamsandotherroots,0
CRI,Banana,3499153.899069786
CRI,Barley,0
CRI,Cassava,102550.05909118056
CRI,Cotton,0
CRI,CropsNES,3444452.801609993
CRI,Groundnut,0
CRI,Maize,11268.260397822596
CRI,Millet,0
CRI,Oilpalmfruit,1138703.315236926
CRI,Olives,0
CRI,Othercereals,0
CRI,PotatoAndSweetpotato,71142.47157802759
CRI,Pulses,10505.4323330326
CRI,Rapeseed,0
CRI,Rice,151448.00282025337
CRI,Sorghum,0
CRI,Soybean,0
CRI,Stimulants,82945.77032680064
CRI,Sugarbeet,0
CRI,Sugarcane,4437757.783668518
CRI,Sunflower,0
CRI,Tobacco,0
CRI,Vegetables,166182.28079936653
CRI,Wheat,0
CRI,Yamsandotherroots,77067.36633649468
CUB,Banana,451499.93352941424
CUB,Barley,0
CUB,Cassava,746119.2603930891
CUB,Cotton,0
CUB,CropsNES,809431.1815999486
CUB,Groundnut,3930.5903819581667
CUB,Maize,268703.09237402026
CUB,Millet,0
CUB,Oilpalmfruit,0
CUB,Olives,0
CUB,Othercereals,0
CUB,PotatoAndSweetpotato,482787.2597502023
CUB,Pulses,81075.6449277727
CUB,Rapeseed,0
CUB,Rice,295119.76800841093
CUB,Sorghum,0
CUB,Soybean,0
CUB,Stimulants,9502.863502746286
CUB,Sugarbeet,0
CUB,Sugarcane,15182185.6971699
CUB,Sunflower,0
CUB,Tobacco,25383.238712118233
CUB,Vegetables,1772230.4885831475
CUB,Wheat,0
CUB,Yamsandotherroots,405819.21860682627
CUW,Banana,0
CUW,Barley,0
CUW,Cassava,0
CUW,Cotton,0
CUW,CropsNES,0
CUW,Groundnut,0
CUW,Maize,0
CUW,Millet,0
CUW,Oilpalmfruit,0
CUW,Olives,0
CUW,Othercereals,0
CUW,PotatoAndSweetpotato,0
CUW,Pulses,0
CUW,Rapeseed,0
CUW,Rice,0
CUW,Sorghum,0
CUW,Soybean,0
CUW,Stimulants,0
CUW,Sugarbeet,0
CUW,Sugarcane,0
CUW,Sunflower,0
CUW,Tobacco,0
CUW,Vegetables,0
CUW,Wheat,0
CUW,Yamsandotherroots,0
CXR,Banana,2076.3330078125
CXR,Barley,0
CXR,Cassava,61.6123046875
CXR,Cotton,0
CXR,CropsNES,6849.3955078125
CXR,Groundnut,0
CXR,Maize,410.59844970703125
CXR,Millet,0
CXR,Oilpalmfruit,0
CXR,Olives,0
CXR,Othercereals,0
CXR,PotatoAndSweetpotato,776.74041748046875
CXR,Pulses,1.8085248470306396
CXR,Rapeseed,0
CXR,Rice,55704.60546875
CXR,Sorghum,0
CXR,Soybean,5.66495943069458
CXR,Stimulants,34.272705078125
CXR,Sugarbeet,0
CXR,Sugarcane,422.1329040527344
CXR,Sunflower,0
CXR,Tobacco,0.9978151917457581
CXR,Vegetables,9494.5859375
CXR,Wheat,0
CXR,Yamsandotherroots,0
CYM,Banana,0
CYM,Barley,0
CYM,Cassava,0
CYM,Cotton,0
CYM,CropsNES,0
CYM,Groundnut,0
CYM,Maize,0
CYM,Millet,0
CYM,Oilpalmfruit,0
CYM,Olives,0
CYM,Othercereals,0
CYM,PotatoAndSweetpotato,0
CYM,Pulses,0
CYM,Rapeseed,0
CYM,Rice,0
CYM,Sorghum,0
CYM,Soybean,0
CYM,Stimulants,0
CYM,Sugarbeet,0
CYM,Sugarcane,0
CYM,Sunflower,0
CYM,Tobacco,0
CYM,Vegetables,0
CYM,Wheat,0
CYM,Yamsandotherroots,0
CYP,Banana,8286.021147727966
CYP,Barley,33494.55551302433
CYP,Cassava,0
CYP,Cotton,0
CYP,CropsNES,123896.63134479523
CYP,Groundnut,2.0671623945236206
CYP,Maize,0
CYP,Millet,0
CYP,Oilpalmfruit,0
CYP,Olives,23905.379395008087
CYP,Othercereals,3864.2171751102433
CYP,PotatoAndSweetpotato,91650.44739294052
CYP,Pulses,804.6808905303478
CYP,Rapeseed,0
CYP,Rice,0
CYP,Sorghum,0
CYP,Soybean,0
CYP,Stimulants,0
CYP,Sugarbeet,1864.9429931640625
CYP,Sugarcane,0
CYP,Sunflower,0
CYP,Tobacco,0
CYP,Vegetables,62187.66152089834
CYP,Wheat,32921.32644955814
CYP,Yamsandotherroots,0
CZE,Banana,0
CZE,Barley,1763031.3503990173
CZE,Cassava,0
CZE,Cotton,0
CZE,CropsNES,284141.1777083874
CZE,Groundnut,0
CZE,Maize,726835.3965630531
CZE,Millet,0
CZE,Oilpalmfruit,0
CZE,Olives,0
CZE,Othercereals,541703.3818702102
CZE,PotatoAndSweetpotato,664136.8350331783
CZE,Pulses,88117.4759080261
CZE,Rapeseed,1135539.3352861404
CZE,Rice,0
CZE,Sorghum,0
CZE,Soybean,37557.661767959595
CZE,Stimulants,0
CZE,Sugarbeet,3820172.2016744614
CZE,Sugarcane,0
CZE,Sunflower,36897.057898044586
CZE,Tobacco,0
CZE,Vegetables,197508.16483929753
CZE,Wheat,4898803.176214218
CZE,Yamsandotherroots,0
DEU,Banana,0
DEU,Barley,10938233.318292856
DEU,Cassava,0
DEU,Cotton,0
DEU,CropsNES,2623372.5357869864
DEU,Groundnut,0
DEU,Maize,3972598.6498005986
DEU,Millet,0
DEU,Oilpalmfruit,0
DEU,Olives,0
DEU,Othercereals,6114171.743080825
DEU,PotatoAndSweetpotato,11159256.09501481
DEU,Pulses,491475.5663630832
DEU,Rapeseed,3293461.831324514
DEU,Rice,0
DEU,Sorghum,0.7808695435523987
DEU,Soybean,1348.3405838012695
DEU,Stimulants,0
DEU,Sugarbeet,30052631.906430006
DEU,Sugarcane,0
DEU,Sunflower,120.45454478263855
DEU,Tobacco,0
DEU,Vegetables,3607352.7174693197
DEU,Wheat,22288918.015751958
DEU,Yamsandotherroots,0
DJI,Banana,0
DJI,Barley,0
DJI,Cassava,0
DJI,Cotton,0
DJI,CropsNES,0
DJI,Groundnut,0
DJI,Maize,0
DJI,Millet,0
DJI,Oilpalmfruit,0
DJI,Olives,0
DJI,Othercereals,0
DJI,PotatoAndSweetpotato,0
DJI,Pulses,0
DJI,Rapeseed,0
DJI,Rice,0
DJI,Sorghum,0
DJI,Soybean,0
DJI,Stimulants,0
DJI,Sugarbeet,0
DJI,Sugarcane,0
DJI,Sunflower,0
DJI,Tobacco,0
DJI,Vegetables,0
DJI,Wheat,0
DJI,Yamsandotherroots,0
DMA,Banana,0
DMA,Barley,0
DMA,Cassava,0
DMA,Cotton,0
DMA,CropsNES,0
DMA,Groundnut,0
DMA,Maize,0
DMA,Millet,0
DMA,Oilpalmfruit,0
DMA,Olives,0
DMA,Othercereals,0
DMA,PotatoAndSweetpotato,0
DMA,Pulses,0
DMA,Rapeseed,0
DMA,Rice,0
DMA,Sorghum,0
DMA,Soybean,0
DMA,Stimulants,0
DMA,Sugarbeet,0
DMA,Sugarcane,0
DMA,Sunflower,0
DMA,Tobacco,0
DMA,Vegetables,0
DMA,Wheat,0
DMA,Yamsandotherroots,0
DNK,Banana,0
DNK,Barley,3746037.6192474365
DNK,Cassava,0
DNK,Cotton,0
DNK,CropsNES,50389.670718729496
DNK,Groundnut,0
DNK,Maize,41737.51642943919
DNK,Millet,0
DNK,Oilpalmfruit,0
DNK,Olives,0
DNK,Othercereals,1184483.594116211
DNK,PotatoAndSweetpotato,2508969.107679367
DNK,Pulses,50152.471497923136
DNK,Rapeseed,646751.1972389221
DNK,Rice,0
DNK,Sorghum,0
DNK,Soybean,0
DNK,Stimulants,0
DNK,Sugarbeet,2493717.808385849
DNK,Sugarcane,0
DNK,Sunflower,0
DNK,Tobacco,0
DNK,Vegetables,259352.73690366745
DNK,Wheat,4268211.31596756
DNK,Yamsandotherroots,0
DOM,Banana,1809200.1163506508
DOM,Barley,0
DOM,Cassava,176433.87871664762
DOM,Cotton,0
DOM,CropsNES,4157206.7640719414
DOM,Groundnut,6732.639334820211
DOM,Maize,55374.21306701377
DOM,Millet,0
DOM,Oilpalmfruit,316538.3588718176
DOM,Olives,0
DOM,Othercereals,0
DOM,PotatoAndSweetpotato,148712.89462658763
DOM,Pulses,84985.12305021286
DOM,Rapeseed,0
DOM,Rice,585644.2382174619
DOM,Sorghum,105.65271377563477
DOM,Soybean,0
DOM,Stimulants,91440.22545957565
DOM,Sugarbeet,0
DOM,Sugarcane,5292825.438180447
DOM,Sunflower,0
DOM,Tobacco,9397.659339234233
DOM,Vegetables,688423.607308805
DOM,Wheat,0
DOM,Yamsandotherroots,650236.6299748421
DZA,Banana,0
DZA,Barley,1059541.2797785997
DZA,Cassava,0
DZA,Cotton,0
DZA,CropsNES,6340697.980564117
DZA,Groundnut,0
DZA,Maize,0
DZA,Millet,0
DZA,Oilpalmfruit,0
DZA,Olives,885545.3103892282
DZA,Othercereals,65188.742293614894
DZA,PotatoAndSweetpotato,4677454.067425281
DZA,Pulses,114086.2835684754
DZA,Rapeseed,36123.15751096362
DZA,Rice,0
DZA,Sorghum,0
DZA,Soybean,0
DZA,Stimulants,0
DZA,Sugarbeet,0
DZA,Sugarcane,0
DZA,Sunflower,0.20271176099777222
DZA,Tobacco,12015.738514165685
DZA,Vegetables,7452525.178534001
DZA,Wheat,2926078.05903168
DZA,Yamsandotherroots,0
ECU,Banana,10026162.148438685
ECU,Barley,0
ECU,Cassava,76531.24302325575
ECU,Cotton,0
ECU,CropsNES,1225905.9869917452
ECU,Groundnut,22940.045550373907
ECU,Maize,1490459.416725225
ECU,Millet,0
ECU,Oilpalmfruit,2369991.783095479
ECU,Olives,0
ECU,Othercereals,0
ECU,PotatoAndSweetpotato,314029.8894419425
ECU,Pulses,19949.409902919266
ECU,Rapeseed,0
ECU,Rice,1314920.3421976566
ECU,Sorghum,0
ECU,Soybean,28945.615465228664
ECU,Stimulants,312872.57185635844
ECU,Sugarbeet,0
ECU,Sugarcane,10547388.172816277
ECU,Sunflower,0
ECU,Tobacco,5574.88157032214
ECU,Vegetables,395148.13558549556
ECU,Wheat,0
ECU,Yamsandotherroots,744678.4822887904
EGY,Banana,1981201.1165924072
EGY,Barley,106271.64965566713
EGY,Cassava,0
EGY,Cotton,348798.7828476429
EGY,CropsNES,13624433.537967682
EGY,Groundnut,174086.38397812843
EGY,Maize,7562105.651800156
EGY,Millet,0
EGY,Oilpalmfruit,0
EGY,Olives,974770.3106460571
EGY,Othercereals,0
EGY,PotatoAndSweetpotato,6793184.784311771
EGY,Pulses,266946.34268604964
EGY,Rapeseed,0
EGY,Rice,4816541.30454731
EGY,Sorghum,760480.4367805719
EGY,Soybean,0
EGY,Stimulants,0
EGY,Sugarbeet,14136668.612930298
EGY,Sugarcane,12660294.268127441
EGY,Sunflower,0
EGY,Tobacco,0
EGY,Vegetables,15530550.714878917
EGY,Wheat,8886864.267787933
EGY,Yamsandotherroots,0
ERI,Banana,0
ERI,Barley,64426.75430508703
ERI,Cassava,0
ERI,Cotton,558.7707824707031
ERI,CropsNES,23728.447534263385
ERI,Groundnut,1901.1265985696227
ERI,Maize,20246.372704813257
ERI,Millet,23920.13064628304
ERI,Oilpalmfruit,0
ERI,Olives,0
ERI,Othercereals,45410.60176056583
ERI,PotatoAndSweetpotato,0
ERI,Pulses,26435.439223999332
ERI,Rapeseed,0
ERI,Rice,0
ERI,Sorghum,104662.08298492432
ERI,Soybean,0
ERI,Stimulants,0
ERI,Sugarbeet,0
ERI,Sugarcane,390.91046142578125
ERI,Sunflower,0
ERI,Tobacco,3.5816380977630615
ERI,Vegetables,66846.15101370867
ERI,Wheat,25101.586227651685
ERI,Yamsandotherroots,57326.40444202069
ESH,Banana,0
ESH,Barley,0
ESH,Cassava,0
ESH,Cotton,0
ESH,CropsNES,0
ESH,Groundnut,0
ESH,Maize,0
ESH,Millet,0
ESH,Oilpalmfruit,0
ESH,Olives,0
ESH,Othercereals,0
ESH,PotatoAndSweetpotato,0
ESH,Pulses,0
ESH,Rapeseed,0
ESH,Rice,0
ESH,Sorghum,0
ESH,Soybean,0
ESH,Stimulants,0
ESH,Sugarbeet,0
ESH,Sugarcane,0
ESH,Sunflower,0
ESH,Tobacco,0
ESH,Vegetables,0
ESH,Wheat,0
ESH,Yamsandotherroots,0
ESP,Banana,613968.9853263646
ESP,Barley,9496766.062968463
ESP,Cassava,0
ESP,Cotton,200730.9031075309
ESP,CropsNES,19148561.09005341
ESP,Groundnut,0
ESP,Maize,4324500.247353435
ESP,Millet,0
ESP,Oilpalmfruit,0
ESP,Olives,7461709.422417104
ESP,Othercereals,2311331.202754257
ESP,PotatoAndSweetpotato,2135481.0686851554
ESP,Pulses,416951.7773620554
ESP,Rapeseed,931.489990234375
ESP,Rice,712885.5600078553
ESP,Sorghum,0
ESP,Soybean,0
ESP,Stimulants,0
ESP,Sugarbeet,2569363.097697109
ESP,Sugarcane,0
ESP,Sunflower,816261.4302534591
ESP,Tobacco,26063.711044035852
ESP,Vegetables,13148669.191935502
ESP,Wheat,7591322.075119525
ESP,Yamsandotherroots,0
EST,Banana,0
EST,Barley,492614.00595259666
EST,Cassava,0
EST,Cotton,0
EST,CropsNES,7448.8253167476505
EST,Groundnut,0
EST,Maize,0
EST,Millet,0
EST,Oilpalmfruit,0
EST,Olives,0
EST,Othercereals,213012.21372511983
EST,PotatoAndSweetpotato,78687.62005584128
EST,Pulses,104096.00371754263
EST,Rapeseed,203283.56293982267
EST,Rice,0
EST,Sorghum,0
EST,Soybean,0
EST,Stimulants,0
EST,Sugarbeet,0
EST,Sugarcane,0
EST,Sunflower,0
EST,Tobacco,0
EST,Vegetables,25334.72799017164
EST,Wheat,807056.935697794
EST,Yamsandotherroots,0
ETH,Banana,1144256.6665394872
ETH,Barley,2215878.8394048903
ETH,Cassava,4.306362368166447
ETH,Cotton,182741.3655379695
ETH,CropsNES,1970703.177789815
ETH,Groundnut,190165.87618804723
ETH,Maize,9381122.486024342
ETH,Millet,1114423.0214721058
ETH,Oilpalmfruit,0
ETH,Olives,0
ETH,Othercereals,5992478.329285186
ETH,PotatoAndSweetpotato,2208976.9902320616
ETH,Pulses,2456330.6688618986
ETH,Rapeseed,28795.567164714448
ETH,Rice,186987.023118034
ETH,Sorghum,4921821.0443298
ETH,Soybean,0
ETH,Stimulants,515533.77332952316
ETH,Sugarbeet,0
ETH,Sugarcane,1325390.7455732226
ETH,Sunflower,0.4868736192584038
ETH,Tobacco,3221.914896210492
ETH,Vegetables,1847740.2422234297
ETH,Wheat,5335274.81709914
ETH,Yamsandotherroots,9995589.927930815
FIN,Banana,0
FIN,Barley,1363508.7660664916
FIN,Cassava,0
FIN,Cotton,0
FIN,CropsNES,27923.516799100675
FIN,Groundnut,0
FIN,Maize,0
FIN,Millet,0
FIN,Oilpalmfruit,0
FIN,Olives,0
FIN,Othercereals,1221065.588176069
FIN,PotatoAndSweetpotato,601008.2698951792
FIN,Pulses,65568.33504225715
FIN,Rapeseed,38291.88055020571
FIN,Rice,0
FIN,Sorghum,0
FIN,Soybean,0
FIN,Stimulants,0
FIN,Sugarbeet,443408.9673727546
FIN,Sugarcane,0
FIN,Sunflower,0
FIN,Tobacco,0
FIN,Vegetables,280761.3940977156
FIN,Wheat,758760.210757982
FIN,Yamsandotherroots,0
FJI,Banana,15303.361195191741
FJI,Barley,0
FJI,Cassava,80226.59569358826
FJI,Cotton,0
FJI,CropsNES,129143.36199212074
FJI,Groundnut,336.14927036548033
FJI,Maize,2192.2314514368773
FJI,Millet,0
FJI,Oilpalmfruit,0
FJI,Olives,0
FJI,Othercereals,0
FJI,PotatoAndSweetpotato,9583.308433175087
FJI,Pulses,1292.4989467337728
FJI,Rapeseed,0
FJI,Rice,8608.021684939042
FJI,Sorghum,0
FJI,Soybean,0
FJI,Stimulants,0
FJI,Sugarbeet,0
FJI,Sugarcane,1661814.5067138672
FJI,Sunflower,0
FJI,Tobacco,461.13848524389323
FJI,Vegetables,35871.2153096199
FJI,Wheat,0
FJI,Yamsandotherroots,60738.477049827576
FLK,Banana,0
FLK,Barley,0
FLK,Cassava,0
FLK,Cotton,0
FLK,CropsNES,0
FLK,Groundnut,0
FLK,Maize,0
FLK,Millet,0
FLK,Oilpalmfruit,0
FLK,Olives,0
FLK,Othercereals,0
FLK,PotatoAndSweetpotato,0
FLK,Pulses,0
FLK,Rapeseed,0
FLK,Rice,0
FLK,Sorghum,0
FLK,Soybean,0
FLK,Stimulants,0
FLK,Sugarbeet,0
FLK,Sugarcane,0
FLK,Sunflower,0
FLK,Tobacco,0
FLK,Vegetables,0
FLK,Wheat,0
FLK,Yamsandotherroots,0
FRA,Banana,0
FRA,Barley,11709007.909247875
FRA,Cassava,0
FRA,Cotton,0
FRA,CropsNES,9080640.695755959
FRA,Groundnut,0
FRA,Maize,13833041.058713019
FRA,Millet,0
FRA,Oilpalmfruit,0
FRA,Olives,0
FRA,Othercereals,2526351.3485910147
FRA,PotatoAndSweetpotato,8717420.129410803
FRA,Pulses,941281.5919152603
FRA,Rapeseed,3375959.853115149
FRA,Rice,72267.24153477699
FRA,Sorghum,444415.2764561997
FRA,Soybean,418361.3137689382
FRA,Stimulants,0
FRA,Sugarbeet,32776942.442902565
FRA,Sugarcane,0
FRA,Sunflower,1602914.7497881278
FRA,Tobacco,4104.147587564046
FRA,Vegetables,5296895.13142367
FRA,Wheat,35736493.75794041
FRA,Yamsandotherroots,0
FRO,Banana,0
FRO,Barley,0
FRO,Cassava,0
FRO,Cotton,0
FRO,CropsNES,0
FRO,Groundnut,0
FRO,Maize,0
FRO,Millet,0
FRO,Oilpalmfruit,0
FRO,Olives,0
FRO,Othercereals,0
FRO,PotatoAndSweetpotato,0
FRO,Pulses,0
FRO,Rapeseed,0
FRO,Rice,0
FRO,Sorghum,0
FRO,Soybean,0
FRO,Stimulants,0
FRO,Sugarbeet,0
FRO,Sugarcane,0
FRO,Sunflower,0
FRO,Tobacco,0
FRO,Vegetables,0
FRO,Wheat,0
FRO,Yamsandotherroots,0
FSM,Banana,0
FSM,Barley,0
FSM,Cassava,0
FSM,Cotton,0
FSM,CropsNES,0
FSM,Groundnut,0
FSM,Maize,0
FSM,Millet,0
FSM,Oilpalmfruit,0
FSM,Olives,0
FSM,Othercereals,0
FSM,PotatoAndSweetpotato,0
FSM,Pulses,0
FSM,Rapeseed,0
FSM,Rice,0
FSM,Sorghum,0
FSM,Soybean,0
FSM,Stimulants,0
FSM,Sugarbeet,0
FSM,Sugarcane,0
FSM,Sunflower,0
FSM,Tobacco,0
FSM,Vegetables,0
FSM,Wheat,0
FSM,Yamsandotherroots,0
GAB,Banana,24706.48493480075
GAB,Barley,0
GAB,Cassava,307638.28826612234
GAB,Cotton,0
GAB,CropsNES,24263.8346401505
GAB,Groundnut,25041.51411446184
GAB,Maize,47462.47086718939
GAB,Millet,0
GAB,Oilpalmfruit,19881.667326048948
GAB,Olives,0
GAB,Othercereals,1.0304400026798248
GAB,PotatoAndSweetpotato,3921.5935673650342
GAB,Pulses,1.7929341197013855
GAB,Rapeseed,0
GAB,Rice,1862.075283024633
GAB,Sorghum,0
GAB,Soybean,3632.429123506299
GAB,Stimulants,268.0571060062317
GAB,Sugarbeet,0
GAB,Sugarcane,286647.19027477736
GAB,Sunflower,0
GAB,Tobacco,1.9877093713983487
GAB,Vegetables,54029.68938231468
GAB,Wheat,0
GAB,Yamsandotherroots,656547.0017602444
GBR,Banana,0
GBR,Barley,7706252.559015274
GBR,Cassava,0
GBR,Cotton,0
GBR,CropsNES,829528.989922775
GBR,Groundnut,0
GBR,Maize,0
GBR,Millet,0
GBR,Oilpalmfruit,0
GBR,Olives,0
GBR,Othercereals,1106385.0928786867
GBR,PotatoAndSweetpotato,5359175.0319801625
